data_source_name,field_name,field_type,mainframe_data_type,generic_data_type,level,data_length,business_definition,logical_group,display_format,display_length,decimal_positions,signed_indicator,usage_clause,occurs_min,occurs_max,occurs_depending,redefines_field,root_record,field_position,synchronized,justified,blank_when_zero,value_clause,condition_values,condition_ranges,is_inline
CBSTM03A,FILLER-9,FIELD,X(14),ALPHANUMERIC,10,14,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE6,X(14),14,0,NO,DISPLAY,,,,,STATEMENT-LINES,514,NO,,NO,'Basic Details',,,YES
CBSTM03A,FILLER-10,FIELD,X(33),ALPHANUMERIC,10,33,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE6,X(33),33,0,NO,DISPLAY,,,,,STATEMENT-LINES,528,NO,,NO,SPACES,,,YES
CBSTM03A,ST-LINE7,GROUP,N/A,GROUP,5,80,Statement line containing account ID label and value,STATEMENT-LINES,N/A,0,0,NO,DISPLAY,,,,,STATEMENT-LINES,561,NO,,NO,,,,YES
CBSTM03A,FILLER-11,FIELD,X(20),ALPHANUMERIC,10,20,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE7,X(20),20,0,NO,DISPLAY,,,,,STATEMENT-LINES,561,NO,,NO,'Account ID         :',,,YES
CBSTM03A,ST-ACCT-ID,FIELD,X(20),ALPHANUMERIC,10,20,Account identifier (PIC X(20)),ST-LINE7,X(20),20,0,NO,DISPLAY,,,,,STATEMENT-LINES,581,NO,,NO,,,,YES
CBSTM03A,FILLER-12,FIELD,X(40),ALPHANUMERIC,10,40,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE7,X(40),40,0,NO,DISPLAY,,,,,STATEMENT-LINES,601,NO,,NO,SPACES,,,YES
CBSTM03A,ST-LINE8,GROUP,N/A,GROUP,5,73,Statement line containing current balance label and value,STATEMENT-LINES,N/A,0,0,NO,DISPLAY,,,,,STATEMENT-LINES,641,NO,,NO,,,,YES
CBSTM03A,FILLER-13,FIELD,X(20),ALPHANUMERIC,10,20,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE8,X(20),20,0,NO,DISPLAY,,,,,STATEMENT-LINES,641,NO,,NO,'Current Balance    :',,,YES
CBSTM03A,ST-CURR-BAL,FIELD,9(9).99-,DECIMAL,10,6,Current account balance with sign and decimals (PIC 9(9).99-),ST-LINE8,9(9).99-,6,3,YES,DISPLAY,,,,,STATEMENT-LINES,661,NO,,NO,,,,YES
CBSTM03A,FILLER-14,FIELD,X(07),ALPHANUMERIC,10,7,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE8,X(7),7,0,NO,DISPLAY,,,,,STATEMENT-LINES,667,NO,,NO,SPACES,,,YES
CBSTM03A,FILLER-15,FIELD,X(40),ALPHANUMERIC,10,40,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE8,X(40),40,0,NO,DISPLAY,,,,,STATEMENT-LINES,674,NO,,NO,SPACES,,,YES
CBSTM03A,ST-LINE9,GROUP,N/A,GROUP,5,80,Statement line containing FICO score label and value,STATEMENT-LINES,N/A,0,0,NO,DISPLAY,,,,,STATEMENT-LINES,714,NO,,NO,,,,YES
CBSTM03A,FILLER-16,FIELD,X(20),ALPHANUMERIC,10,20,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE9,X(20),20,0,NO,DISPLAY,,,,,STATEMENT-LINES,714,NO,,NO,'FICO Score         :',,,YES
CBSTM03A,ST-FICO-SCORE,FIELD,X(20),ALPHANUMERIC,10,20,FICO credit score value (PIC X(20)),ST-LINE9,X(20),20,0,NO,DISPLAY,,,,,STATEMENT-LINES,734,NO,,NO,,,,YES
CBSTM03A,FILLER-17,FIELD,X(40),ALPHANUMERIC,10,40,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE9,X(40),40,0,NO,DISPLAY,,,,,STATEMENT-LINES,754,NO,,NO,SPACES,,,YES
CBSTM03A,ST-LINE10,GROUP,N/A,GROUP,5,80,Statement separator line with dashes,STATEMENT-LINES,N/A,0,0,NO,DISPLAY,,,,,STATEMENT-LINES,794,NO,,NO,,,,YES
CBSTM03A,FILLER-18,FIELD,X(80),ALPHANUMERIC,10,80,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE10,X(80),80,0,NO,DISPLAY,,,,,STATEMENT-LINES,794,NO,,NO,ALL'-',,,YES
CBSTM03A,ST-LINE11,GROUP,N/A,GROUP,5,80,Statement section header for transaction summary,STATEMENT-LINES,N/A,0,0,NO,DISPLAY,,,,,STATEMENT-LINES,874,NO,,NO,,,,YES
CBSTM03A,FILLER-19,FIELD,X(30),ALPHANUMERIC,10,30,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE11,X(30),30,0,NO,DISPLAY,,,,,STATEMENT-LINES,874,NO,,NO,SPACES,,,YES
CBSTM03A,FILLER-20,FIELD,X(20),ALPHANUMERIC,10,20,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE11,X(20),20,0,NO,DISPLAY,,,,,STATEMENT-LINES,904,NO,,NO,'TRANSACTION SUMMARY ',,,YES
CBSTM03A,FILLER-21,FIELD,X(30),ALPHANUMERIC,10,30,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE11,X(30),30,0,NO,DISPLAY,,,,,STATEMENT-LINES,924,NO,,NO,SPACES,,,YES
CBSTM03A,ST-LINE12,GROUP,N/A,GROUP,5,80,Statement separator line with dashes,STATEMENT-LINES,N/A,0,0,NO,DISPLAY,,,,,STATEMENT-LINES,954,NO,,NO,,,,YES
CBSTM03A,FILLER-22,FIELD,X(80),ALPHANUMERIC,10,80,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE12,X(80),80,0,NO,DISPLAY,,,,,STATEMENT-LINES,954,NO,,NO,ALL'-',,,YES
CBSTM03A,ST-LINE13,GROUP,N/A,GROUP,5,80,Statement column header line for transaction details,STATEMENT-LINES,N/A,0,0,NO,DISPLAY,,,,,STATEMENT-LINES,1034,NO,,NO,,,,YES
CBSTM03A,FILLER-23,FIELD,X(16),ALPHANUMERIC,10,16,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE13,X(16),16,0,NO,DISPLAY,,,,,STATEMENT-LINES,1034,NO,,NO,'Tran ID         ',,,YES
CBSTM03A,FILLER-24,FIELD,X(51),ALPHANUMERIC,10,51,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE13,X(51),51,0,NO,DISPLAY,,,,,STATEMENT-LINES,1050,NO,,NO,'Tran Details    ',,,YES
CBSTM03A,FILLER-25,FIELD,X(13),ALPHANUMERIC,10,13,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE13,X(13),13,0,NO,DISPLAY,,,,,STATEMENT-LINES,1101,NO,,NO,'  Tran Amount',,,YES
CBSTM03A,ST-LINE14,GROUP,N/A,GROUP,5,73,"Statement line containing transaction ID, details, and amount",STATEMENT-LINES,N/A,0,0,NO,DISPLAY,,,,,STATEMENT-LINES,1114,NO,,NO,,,,YES
CBSTM03A,ST-TRANID,FIELD,X(16),ALPHANUMERIC,10,16,Transaction identifier (PIC X(16)),ST-LINE14,X(16),16,0,NO,DISPLAY,,,,,STATEMENT-LINES,1114,NO,,NO,,,,YES
CBSTM03A,FILLER-26,FIELD,X(01),ALPHANUMERIC,10,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE14,X,1,0,NO,DISPLAY,,,,,STATEMENT-LINES,1130,NO,,NO,' ',,,YES
CBSTM03A,ST-TRANDT,FIELD,X(49),ALPHANUMERIC,10,49,Transaction description details (PIC X(49)),ST-LINE14,X(49),49,0,NO,DISPLAY,,,,,STATEMENT-LINES,1131,NO,,NO,,,,YES
CBSTM03A,FILLER-27,FIELD,X(01),ALPHANUMERIC,10,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE14,X,1,0,NO,DISPLAY,,,,,STATEMENT-LINES,1180,NO,,NO,'$',,,YES
CBSTM03A,ST-TRANAMT,FIELD,Z(9).99-,DECIMAL,10,6,Transaction amount with sign and decimals (PIC Z(9).99-),ST-LINE14,Z(9).99-,6,3,YES,DISPLAY,,,,,STATEMENT-LINES,1181,NO,,NO,,,,YES
CBSTM03A,ST-LINE14A,GROUP,N/A,GROUP,5,73,Statement line containing total expenses label and amount,STATEMENT-LINES,N/A,0,0,NO,DISPLAY,,,,,STATEMENT-LINES,1187,NO,,NO,,,,YES
CBSTM03A,FILLER-28,FIELD,X(10),ALPHANUMERIC,10,10,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE14A,X(10),10,0,NO,DISPLAY,,,,,STATEMENT-LINES,1187,NO,,NO,'Total EXP:',,,YES
CBSTM03A,FILLER-29,FIELD,X(56),ALPHANUMERIC,10,56,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE14A,X(56),56,0,NO,DISPLAY,,,,,STATEMENT-LINES,1197,NO,,NO,SPACES,,,YES
CBSTM03A,FILLER-30,FIELD,X(01),ALPHANUMERIC,10,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE14A,X,1,0,NO,DISPLAY,,,,,STATEMENT-LINES,1253,NO,,NO,'$',,,YES
CBSTM03A,ST-TOTAL-TRAMT,FIELD,Z(9).99-,DECIMAL,10,6,Total transaction amount with sign and decimals (PIC Z(9).99-),ST-LINE14A,Z(9).99-,6,3,YES,DISPLAY,,,,,STATEMENT-LINES,1254,NO,,NO,,,,YES
CBSTM03A,ST-LINE15,GROUP,N/A,GROUP,5,80,Statement footer line with asterisk borders,STATEMENT-LINES,N/A,0,0,NO,DISPLAY,,,,,STATEMENT-LINES,1260,NO,,NO,,,,YES
CBSTM03A,FILLER-31,FIELD,X(32),ALPHANUMERIC,10,32,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE15,X(32),32,0,NO,DISPLAY,,,,,STATEMENT-LINES,1260,NO,,NO,ALL'*',,,YES
CBSTM03A,FILLER-32,FIELD,X(16),ALPHANUMERIC,10,16,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE15,X(16),16,0,NO,DISPLAY,,,,,STATEMENT-LINES,1292,NO,,NO,ALL'END OF STATEMENT',,,YES
CBSTM03A,FILLER-33,FIELD,X(32),ALPHANUMERIC,10,32,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",ST-LINE15,X(32),32,0,NO,DISPLAY,,,,,STATEMENT-LINES,1308,NO,,NO,ALL'*',,,YES
CBSTM03A,HTML-LINES,RECORD,N/A,GROUP,1,100,Group containing HTML formatted output line structures,HTML-LINES,N/A,0,0,NO,DISPLAY,,,,,HTML-LINES,1,NO,,NO,,,,YES
CBSTM03A,HTML-FIXED-LN,FIELD,X(100),ALPHANUMERIC,5,100,Fixed HTML line content (PIC X(100)),HTML-LINES,X(100),100,0,NO,DISPLAY,,,,,HTML-LINES,1,NO,,NO,,,,YES
CBSTM03A,HTML-L01,CONDITION,N/A,DISPLAY,88,0,Condition: HTML DOCTYPE declaration (VALUE '<!DOCTYPE html>'),HTML-FIXED-LN,N/A,0,0,NO,DISPLAY,,,,,HTML-LINES,1,NO,,NO,,'<!DOCTYPE html>',,YES
CBSTM03A,HTML-L02,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML language tag (VALUE '<html lang="", "">')",HTML-FIXED-LN,N/A,0,0,NO,DISPLAY,,,,,HTML-LINES,1,NO,,NO,,"'<html lang="", "">'",,YES
CBSTM03A,HTML-L03,CONDITION,N/A,DISPLAY,88,0,Condition: HTML head opening tag (VALUE '<head>'),HTML-FIXED-LN,N/A,0,0,NO,DISPLAY,,,,,HTML-LINES,1,NO,,NO,,'<head>',,YES
CBSTM03A,HTML-L04,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML character set meta tag (VALUE '<meta charset="", "">')",HTML-FIXED-LN,N/A,0,0,NO,DISPLAY,,,,,HTML-LINES,1,NO,,NO,,"'<meta charset="", "">'",,YES
CBSTM03A,HTML-L05,CONDITION,N/A,DISPLAY,88,0,Condition: HTML title tag (VALUE '<title>HTML Table Layout</title>'),HTML-FIXED-LN,N/A,0,0,NO,DISPLAY,,,,,HTML-LINES,1,NO,,NO,,'<title>HTML Table Layout</title>',,YES
CBSTM03A,HTML-L06,CONDITION,N/A,DISPLAY,88,0,Condition: HTML head closing tag (VALUE '</head>'),HTML-FIXED-LN,N/A,0,0,NO,DISPLAY,,,,,HTML-LINES,1,NO,,NO,,'</head>',,YES
CBSTM03A,HTML-L07,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML body opening tag with style (VALUE '<body style="", "">')",HTML-FIXED-LN,N/A,0,0,NO,DISPLAY,,,,,HTML-LINES,1,NO,,NO,,"'<body style="", "">'",,YES
CBSTM03A,HTML-L08,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML table opening tag with alignment and styling (VALUE '<table  align="", "" frame="", "" styl')",HTML-FIXED-LN,N/A,0,0,NO,DISPLAY,,,,,HTML-LINES,1,NO,,NO,,"'<table  align="", "" frame="", "" styl', ""width:70%; font:12px Segoe UI,sans-serif;""",,YES
CBSTM03A,HTML-LTRS,CONDITION,N/A,DISPLAY,88,0,Condition: HTML table row opening tag (VALUE '<tr>'),HTML-FIXED-LN,N/A,0,0,NO,DISPLAY,,,,,HTML-LINES,1,NO,,NO,,'<tr>',,YES
CBSTM03A,HTML-LTRE,CONDITION,N/A,DISPLAY,88,0,Condition: HTML table row closing tag (VALUE '</tr>'),HTML-FIXED-LN,N/A,0,0,NO,DISPLAY,,,,,HTML-LINES,1,NO,,NO,,'</tr>',,YES
CBSTM03A,HTML-LTDS,CONDITION,N/A,DISPLAY,88,0,Condition: HTML table data opening tag (VALUE '<td>'),HTML-FIXED-LN,N/A,0,0,NO,DISPLAY,,,,,HTML-LINES,1,NO,,NO,,'<td>',,YES
CBSTM03A,HTML-LTDE,CONDITION,N/A,DISPLAY,88,0,Condition: HTML table data closing tag (VALUE '</td>'),HTML-FIXED-LN,N/A,0,0,NO,DISPLAY,,,,,HTML-LINES,1,NO,,NO,,'</td>',,YES
CBSTM03A,HTML-L10,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML table data with colspan and dark blue background (VALUE '<td colspan="", "" style="", ')",HTML-FIXED-LN,N/A,0,0,NO,DISPLAY,,,,,HTML-LINES,1,NO,,NO,,"'<td colspan="", "" style="", 'background-color:#1d1d96b3;""",,YES
CBSTM03A,d1d96b3,RECORD,N/A,GROUP,1,435,Record d1d96b3,d1d96b3,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,,,YES
CBSTM03A,HTML-L15,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML table data with colspan and orange background (VALUE '<td colspan="", "" style="", ')",d1d96b3,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,"'<td colspan="", "" style="", 'background-color:#FFAF33;""",,YES
CBSTM03A,HTML-L16,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML paragraph with bank name (VALUE '<p style="", "">Bank of XYZ</p>')",d1d96b3,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,"'<p style="", "">Bank of XYZ</p>'",,YES
CBSTM03A,HTML-L17,CONDITION,N/A,DISPLAY,88,0,Condition: HTML paragraph with street address (VALUE '<p>410 Terry Ave N</p>'),d1d96b3,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,'<p>410 Terry Ave N</p>',,YES
CBSTM03A,HTML-L18,CONDITION,N/A,DISPLAY,88,0,Condition: HTML paragraph with city state zip (VALUE '<p>Seattle WA 99999</p>'),d1d96b3,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,'<p>Seattle WA 99999</p>',,YES
CBSTM03A,HTML-L22-35,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML table data with colspan and light gray background (VALUE '<td colspan="", "" style="", ')",d1d96b3,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,"'<td colspan="", "" style="", 'background-color:#f2f2f2;""",,YES
CBSTM03A,HTML-L30-42,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML table data with colspan and cyan background centered (VALUE '<td colspan="", "" style="", ')",d1d96b3,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,"'<td colspan="", "" style="", 'background-color:#33FFD1; text-align:center;""",,YES
CBSTM03A,FFD1,GROUP,N/A,GROUP,33,0,Elementary field FFD1,d1d96b3,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,,,YES
CBSTM03A,HTML-L31,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML paragraph with basic details header (VALUE '<p style="", "">Basic Details</p>')",FFD1,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,"'<p style="", "">Basic Details</p>'",,YES
CBSTM03A,HTML-L43,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML paragraph with transaction summary header (VALUE '<p style="", "">Transaction Summary</p>')",FFD1,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,"'<p style="", "">Transaction Summary</p>'",,YES
CBSTM03A,HTML-L47,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML table data with green text left aligned (VALUE '<td style="", ')",FFD1,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,"'<td style="", 'color:#33FF5E; text-align:left;""",,YES
CBSTM03A,FF5E,GROUP,N/A,GROUP,33,0,Elementary field FF5E,d1d96b3,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,,,YES
CBSTM03A,HTML-L48,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML paragraph with transaction ID header (VALUE '<p style="", "">Tran ID</p>')",FF5E,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,"'<p style="", "">Tran ID</p>'",,YES
CBSTM03A,HTML-L50,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML table data with green text left aligned (VALUE '<td style="", ')",FF5E,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,"'<td style="", 'color:#33FF5E; text-align:left;""",,YES
CBSTM03A,HTML-L51,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML paragraph with transaction details header (VALUE '<p style="", "">Tran Details</p>')",FF5E,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,"'<p style="", "">Tran Details</p>'",,YES
CBSTM03A,HTML-L53,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML table data with green text right aligned (VALUE '<td style="", ')",FF5E,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,"'<td style="", 'color:#33FF5E; text-align:right;""",,YES
CBSTM03A,HTML-L54,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML paragraph with amount header (VALUE '<p style="", "">Amount</p>')",FF5E,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,"'<p style="", "">Amount</p>'",,YES
CBSTM03A,HTML-L58,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML table data with light gray text left aligned (VALUE '<td style="", ')",FF5E,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,"'<td style="", 'color:#f2f2f2; text-align:left;""",,YES
CBSTM03A,HTML-L61,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML table data with light gray text left aligned (VALUE '<td style="", ')",FF5E,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,"'<td style="", 'color:#f2f2f2; text-align:left;""",,YES
CBSTM03A,HTML-L64,CONDITION,N/A,DISPLAY,88,0,"Condition: HTML table data with light gray text right aligned (VALUE '<td style="", ')",FF5E,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,"'<td style="", 'color:#f2f2f2; text-align:right;""",,YES
CBSTM03A,HTML-L75,CONDITION,N/A,DISPLAY,88,0,Condition: HTML heading 3 end of statement (VALUE '<h3>End of Statement</h3>'),FF5E,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,'<h3>End of Statement</h3>',,YES
CBSTM03A,HTML-L78,CONDITION,N/A,DISPLAY,88,0,Condition: HTML table closing tag (VALUE '</table>'),FF5E,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,'</table>',,YES
CBSTM03A,HTML-L79,CONDITION,N/A,DISPLAY,88,0,Condition: HTML body closing tag (VALUE '</body>'),FF5E,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,'</body>',,YES
CBSTM03A,HTML-L80,CONDITION,N/A,DISPLAY,88,0,Condition: HTML closing tag (VALUE '</html>'),FF5E,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,'</html>',,YES
CBSTM03A,HTML-L11,GROUP,N/A,GROUP,5,59,HTML line containing statement header with account number,d1d96b3,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,,,,YES
CBSTM03A,FILLER-34,FIELD,X(34),ALPHANUMERIC,10,34,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",HTML-L11,X(34),34,0,NO,DISPLAY,,,,,d1d96b3,1,NO,,NO,'<h3>Statement for Account Number: ',,,YES
CBSTM03A,L11-ACCT,FIELD,X(20),ALPHANUMERIC,10,20,Account number for HTML statement header (PIC X(20)),HTML-L11,X(20),20,0,NO,DISPLAY,,,,,d1d96b3,35,NO,,NO,,,,YES
CBSTM03A,FILLER-35,FIELD,X(05),ALPHANUMERIC,10,5,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",HTML-L11,X(5),5,0,NO,DISPLAY,,,,,d1d96b3,55,NO,,NO,'</h3>',,,YES
CBSTM03A,HTML-L23,GROUP,N/A,GROUP,5,76,HTML line containing customer name with font styling,d1d96b3,N/A,0,0,NO,DISPLAY,,,,,d1d96b3,60,NO,,NO,,,,YES
CBSTM03A,FILLER-36,FIELD,X(26),ALPHANUMERIC,10,26,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",HTML-L23,X(26),26,0,NO,DISPLAY,,,,,d1d96b3,60,NO,,NO,"'<p style=""font-size:16px"">'",,,YES
CBSTM03A,L23-NAME,FIELD,X(50),ALPHANUMERIC,10,50,Customer name for HTML output (PIC X(50)),HTML-L23,X(50),50,0,NO,DISPLAY,,,,,d1d96b3,86,NO,,NO,,,,YES
CBSTM03A,HTML-ADDR-LN,FIELD,X(100),ALPHANUMERIC,5,100,HTML formatted address line (PIC X(100)),d1d96b3,X(100),100,0,NO,DISPLAY,,,,,d1d96b3,136,NO,,NO,,,,YES
CBSTM03A,HTML-BSIC-LN,FIELD,X(100),ALPHANUMERIC,5,100,HTML formatted basic details line (PIC X(100)),d1d96b3,X(100),100,0,NO,DISPLAY,,,,,d1d96b3,236,NO,,NO,,,,YES
CBSTM03A,HTML-TRAN-LN,FIELD,X(100),ALPHANUMERIC,5,100,HTML formatted transaction line (PIC X(100)),d1d96b3,X(100),100,0,NO,DISPLAY,,,,,d1d96b3,336,NO,,NO,,,,YES
CBSTM03A,WS-TRNX-TABLE,RECORD,N/A,GROUP,1,171156,Group containing transaction table with card and transaction occurrences,WS-TRNX-TABLE,N/A,0,0,NO,DISPLAY,,,,,WS-TRNX-TABLE,1,NO,,NO,,,,YES
CBSTM03A,WS-CARD-TBL,GROUP,N/A,GROUP,5,3356,Card table with 51 occurrences (OCCURS 51),WS-TRNX-TABLE,N/A,0,0,NO,DISPLAY,51,51,,,WS-TRNX-TABLE,1,NO,,NO,,,,YES
CBSTM03A,WS-CARD-NUM,FIELD,X(16),ALPHANUMERIC,10,16,Card number identifier (PIC X(16)),WS-CARD-TBL,X(16),16,0,NO,DISPLAY,,,,,WS-TRNX-TABLE,1,NO,,NO,,,,YES
CBSTM03A,WS-TRAN-TBL,GROUP,N/A,GROUP,10,334,Transaction table with 10 occurrences per card (OCCURS 10),WS-CARD-TBL,N/A,0,0,NO,DISPLAY,10,10,,,WS-TRNX-TABLE,17,NO,,NO,,,,YES
CBSTM03A,WS-TRAN-NUM,FIELD,X(16),ALPHANUMERIC,15,16,Transaction number identifier (PIC X(16)),WS-TRAN-TBL,X(16),16,0,NO,DISPLAY,,,,,WS-TRNX-TABLE,17,NO,,NO,,,,YES
CBSTM03A,WS-TRAN-REST,FIELD,X(318),ALPHANUMERIC,15,318,Transaction remaining data area (PIC X(318)),WS-TRAN-TBL,X(318),318,0,NO,DISPLAY,,,,,WS-TRNX-TABLE,33,NO,,NO,,,,YES
CBSTM03A,WS-TRN-TBL-CNTR,RECORD,N/A,GROUP,1,102,Group containing transaction table counters,WS-TRN-TBL-CNTR,N/A,0,0,NO,DISPLAY,,,,,WS-TRN-TBL-CNTR,1,NO,,NO,,,,YES
CBSTM03A,WS-TRN-TBL-CTR,GROUP,N/A,GROUP,5,2,Transaction table counter with 51 occurrences (OCCURS 51),WS-TRN-TBL-CNTR,N/A,0,0,NO,DISPLAY,51,51,,,WS-TRN-TBL-CNTR,1,NO,,NO,,,,YES
CBSTM03A,WS-TRCT,FIELD,S9(4) COMP,BINARY,10,2,Transaction count for card (PIC S9(4) COMP),WS-TRN-TBL-CTR,'+/-9999,5,0,YES,COMP,,,,,WS-TRN-TBL-CNTR,1,NO,,NO,,,,YES
CBSTM03A,PSAPTR,RECORD,N/A,GROUP,1,0,"PSA pointer for system control block access (PIC S9(08) BINARY, VALUE ZERO)",PSAPTR,N/A,0,0,NO,POINTER,,,,,PSAPTR,1,NO,,NO,,,,YES
CBSTM03A,BUMP-TIOT,FIELD,S9(08) BINARY,BINARY,1,4,"TIOT index bump value (PIC S9(08) BINARY, VALUE ZERO)",BUMP-TIOT,'+/-99999999,9,0,YES,BINARY,,,,,BUMP-TIOT,1,NO,,NO,ZERO,,,YES
CBSTM03A,TIOT-INDEX,RECORD,N/A,GROUP,1,0,TIOT index redefining BUMP-TIOT (REDEFINES BUMP-TIOT),TIOT-INDEX,N/A,0,0,NO,POINTER,,,,BUMP-TIOT,TIOT-INDEX,1,NO,,NO,,,,YES
CBSTM03A,ALIGN-PSA,FIELD,9(16) BINARY,BINARY,1,8,PSA alignment field (PIC 9(16) BINARY),ALIGN-PSA,9999999999999999,16,0,NO,BINARY,,,,,ALIGN-PSA,1,NO,,NO,,,,YES
CBSTM03A,PSA-BLOCK,RECORD,N/A,GROUP,1,536,Group containing PSA system control block structure,PSA-BLOCK,N/A,0,0,NO,DISPLAY,,,,,PSA-BLOCK,1,NO,,NO,,,,YES
CBSTM03A,FILLER-37,FIELD,X(536),ALPHANUMERIC,5,536,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",PSA-BLOCK,X(536),536,0,NO,DISPLAY,,,,,PSA-BLOCK,1,NO,,NO,,,,YES
CBSTM03A,TCB-POINT,FIELD,N/A,DISPLAY,5,0,Task control block pointer within PSA (PIC X(12)),PSA-BLOCK,N/A,0,0,NO,POINTER,,,,,PSA-BLOCK,537,NO,,NO,,,,YES
CBSTM03A,TCB-BLOCK,RECORD,N/A,GROUP,1,12,Group containing task control block structure,TCB-BLOCK,N/A,0,0,NO,DISPLAY,,,,,TCB-BLOCK,1,NO,,NO,,,,YES
CBSTM03A,FILLER-38,FIELD,X(12),ALPHANUMERIC,5,12,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",TCB-BLOCK,X(12),12,0,NO,DISPLAY,,,,,TCB-BLOCK,1,NO,,NO,,,,YES
CBSTM03A,TIOT-POINT,FIELD,N/A,DISPLAY,5,0,TIOT pointer within TCB (PIC X(12)),TCB-BLOCK,N/A,0,0,NO,POINTER,,,,,TCB-BLOCK,13,NO,,NO,,,,YES
